Job Title,Location,Salary,Monthly Salary,Locality,City,State,Annual Salary,Salary Level,Work Mode
HR TRAINEE,"Calicut, Kerala","₹15,000 - ₹18,000 a month",16500.0,,Calicut,Kerala,198000.0,Market Standard Salary,Onsite
JOB DRIVE @ Trivandrum,"Thiruvananthapuram, Kerala","₹15,000 - ₹35,000 a month",25000.0,,Thiruvananthapuram,Kerala,300000.0,Market Standard Salary,Onsite
Store Officer,"Todupulai, Kerala","₹10,000 - ₹20,000 a month",15000.0,,Todupulai,Kerala,180000.0,Market Standard Salary,Onsite
Trainee Engineer Civil,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala,,High Standard Salary,Onsite
Regulatory,"Borivali East, Mumbai, Maharashtra",Not specified,,Borivali East,Mumbai,Maharashtra,,High Standard Salary,Onsite
Trainee Research Assistant,India,Not specified,,India,India,India,,High Standard Salary,Onsite
Software Trainee,"Valasaravakkam, Chennai, Tamil Nadu",Not specified,,Valasaravakkam,Chennai,Tamil Nadu,,High Standard Salary,Onsite
General Manager,"Erode, Tamil Nadu","₹15,000 - ₹25,000 a month",20000.0,,Erode,Tamil Nadu,240000.0,Market Standard Salary,Onsite
Billing Clerk,"Ganapathi, Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,Ganapathi,Coimbatore,Tamil Nadu,120000.0,Market Standard Salary,Onsite
Brand Promoter,"Edapalli, Kerala","₹5,000 - ₹20,000 a month",12500.0,,Edapalli,Kerala,150000.0,Market Standard Salary,Onsite
Vacancy for Fresher Graduate 8O13927285,"Maldah, West Bengal","₹15,000 - ₹20,000 a month",17500.0,,Maldah,West Bengal,210000.0,Market Standard Salary,Onsite
Diploma Trainee,"Hubli, Karnataka","₹16,000 - ₹20,000 a month",18000.0,,Hubli,Karnataka,216000.0,Market Standard Salary,Onsite
Data Entry (Work From Office - Female- Fresher),"Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu,150000.0,Market Standard Salary,Onsite
Customer Success Associate,Remote,"₹15,000 a month",15000.0,Remote,Remote,Remote,180000.0,Market Standard Salary,Remote
Video Analyst Trainee - Fresher,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Officer - AO&CS,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
HR Team,"Saravanampatti, Coimbatore, Tamil Nadu",Not specified,,Saravanampatti,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Quality Analyst Fresher,"Sanjeeva Reddy Nagar, Hyderabad, Telangana","₹18,000 - ₹25,000 a month",21500.0,Sanjeeva Reddy Nagar,Hyderabad,Telangana,258000.0,Market Standard Salary,Onsite
Facilitator,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,,High Standard Salary,Onsite
Analyst – Healthcare,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Application Developer,"Perungudi, Chennai, Tamil Nadu","From ₹18,870 a month",,Perungudi,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Ticketing Executive,"Nagpur, Maharashtra","₹8,000 - ₹20,000 a month",14000.0,,Nagpur,Maharashtra,168000.0,Market Standard Salary,Onsite
Technical Analysts - Trainee,"Bandra, Mumbai, Maharashtra",Not specified,,Bandra,Mumbai,Maharashtra,,High Standard Salary,Onsite
Delivery Executive/Delivery Partner,Delhi,"₹18,000 - ₹35,000 a month",26500.0,Delhi,Delhi,Delhi,318000.0,Market Standard Salary,Onsite
Freshers/TraineesRegister,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,,High Standard Salary,Onsite
Video Editor,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Fresher Data Entry Operator (DEO),"JNU New Campus, Delhi, Delhi","₹13,200 - ₹19,000 a month",16100.0,JNU New Campus,Delhi,Delhi,193200.0,Market Standard Salary,Onsite
Adonis Manufacturing Pvt Ltd ( Freshers Hiring Permanent ),"Sriperumpudur, Chennai, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,Sriperumpudur,Chennai,Tamil Nadu,210000.0,Market Standard Salary,Onsite
Sales Executive,"Dehradun, Uttarakhand","From ₹8,086 a month",,,Dehradun,Uttarakhand,,High Standard Salary,Onsite
Billing Executive,"Gopichettipalaiyam, Tamil Nadu","₹12,000 - ₹15,000 a month",13500.0,,Gopichettipalaiyam,Tamil Nadu,162000.0,Market Standard Salary,Onsite
Internal Stock Audit,"Vellore, Tamil Nadu",Not specified,,,Vellore,Tamil Nadu,,High Standard Salary,Onsite
Trainee Mechanical,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Research Assistant,"Nagercoil, Tamil Nadu","₹1,44,000 - ₹1,80,000 a year",162000.0,,Nagercoil,Tamil Nadu,1944000.0,Above Medium Standard Salary,Onsite
Regional Language Content Writer (On-site Job),"Noida, Uttar Pradesh","₹18,000 - ₹25,000 a month",21500.0,,Noida,Uttar Pradesh,258000.0,Market Standard Salary,Onsite
Hiring MBA Freshers,"Kochi, Kerala","₹5,000 - ₹18,000 a month",11500.0,,Kochi,Kerala,138000.0,Market Standard Salary,Onsite
Management Trainee,"Mumbai, Maharashtra","₹5,00,000 - ₹7,00,000 a year",600000.0,,Mumbai,Maharashtra,7200000.0,High Standard Salary,Onsite
Manager Tumble Dry,"Ambattur, Chennai, Tamil Nadu","₹13,000 - ₹20,000 a month",16500.0,Ambattur,Chennai,Tamil Nadu,198000.0,Market Standard Salary,Onsite
Cloud Support Trainee,"Calicut, Kerala",Not specified,,,Calicut,Kerala,,High Standard Salary,Onsite
Public Relations Coordinator,"Kochi, Kerala","₹20,000 - ₹50,000 a month",35000.0,,Kochi,Kerala,420000.0,Market Standard Salary,Onsite
Trainee - Digital,Remote,"Up to ₹15,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Hindi Tele sale Voice Process. Jayanagar Bangalore- Only Fresher,"Jayanagar, Bengaluru, Karnataka","₹18,000 - ₹25,000 a month",21500.0,Jayanagar,Bengaluru,Karnataka,258000.0,Market Standard Salary,Onsite
Course Councillor fresher,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Data Entry Executive,Remote,"₹10,203.72 - ₹35,311.73 a month",22757.725,Remote,Remote,Remote,273092.7,Market Standard Salary,Remote
Fire Engineer (Fresher),"Kochi, Kerala","₹40,000 - ₹60,000 a month",50000.0,,Kochi,Kerala,600000.0,Medium Standard Salary,Onsite
Management Trainee - Talent Acquisition,"Mumbai, Maharashtra",Not specified,,,Mumbai,Maharashtra,,High Standard Salary,Onsite
Hiring Freshers ! AR Trainee -RCM,"Kochi, Kerala","₹9,831.16 - ₹20,000.00 a month",14915.58,,Kochi,Kerala,178986.95,Market Standard Salary,Onsite
Data Research Trainee,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Multimedia Educator fresher,Delhi,"₹2,00,000 - ₹3,00,000 a year",250000.0,Delhi,Delhi,Delhi,3000000.0,Above Medium Standard Salary,Onsite
RO/SRO/ABM – Business Operations,India,Not specified,,India,India,India,,High Standard Salary,Onsite
STATE BANK OF INDIA,"Puducherry, Puducherry","₹13,000 - ₹18,000 a month",15500.0,,Puducherry,Puducherry,186000.0,Market Standard Salary,Onsite
Managers,"Kochi, Kerala","₹25,000 - ₹60,000 a month",42500.0,,Kochi,Kerala,510000.0,Market Standard Salary,Onsite
Fresher BE Graduates,"Vasco Da Gama, Goa",Not specified,,,Vasco Da Gama,Goa,,High Standard Salary,Onsite
Store Keeper,"Kochi, Kerala","₹15,000 - ₹17,000 a month",16000.0,,Kochi,Kerala,192000.0,Market Standard Salary,Onsite
Contract Data Analyst,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,,High Standard Salary,Onsite
Trainee Engineers,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Research Associate - Freshers,"Banaswadi, Bengaluru, Karnataka",Not specified,,Banaswadi,Bengaluru,Karnataka,,High Standard Salary,Onsite
Early Career Trainee,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Data Processor - Business Analytics,"Technopark, Thiruvananthapuram, Kerala","₹20,000 - ₹40,000 a month",30000.0,Technopark,Thiruvananthapuram,Kerala,360000.0,Market Standard Salary,Onsite
Territory Sales Officer (Pathanamthitta),"Pathanamthitta, Kerala","₹3,00,000 - ₹4,00,000 a year",350000.0,,Pathanamthitta,Kerala,4200000.0,High Standard Salary,Onsite
Cashiers,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
voice process,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Research Analyst,"Pune, Maharashtra",Not specified,,,Pune,Maharashtra,,High Standard Salary,Onsite
Content Trainee,Remote,Not specified,,Remote,Remote,Remote,,High Standard Salary,Remote
Fresher-BCOM,"Delhi, Delhi","₹15,000 - ₹20,000 a month",17500.0,,Delhi,Delhi,210000.0,Market Standard Salary,Onsite
Trainee,"Jeedimetla, Hyderabad, Telangana",Not specified,,Jeedimetla,Hyderabad,Telangana,,High Standard Salary,Onsite
Management Trainee (Marketing)- Only Male Candidates,"Pathanamthitta, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Pathanamthitta,Kerala,150000.0,Market Standard Salary,Onsite
Fresher hiring for BDE role,"Chennai, Tamil Nadu","₹3,00,000 - ₹4,50,000 a year",375000.0,,Chennai,Tamil Nadu,4500000.0,High Standard Salary,Onsite
HR Trainee,"Edappal, Kerala","₹8,000 - ₹10,000 a month",9000.0,,Edappal,Kerala,108000.0,Market Standard Salary,Onsite
Student Counsellor,"Bengaluru, Karnataka","₹30,000 - ₹45,000 a month",37500.0,,Bengaluru,Karnataka,450000.0,Market Standard Salary,Onsite
Consultant -Campus Fresher 2023,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
OFFICE EXECUTIVE,"Barddhaman, West Bengal","₹10,000 - ₹15,000 a month",12500.0,,Barddhaman,West Bengal,150000.0,Market Standard Salary,Onsite
Trainee Management Associate-Packing,"Mohali, Punjab",Not specified,,,Mohali,Punjab,,High Standard Salary,Onsite
Trainee - Analyst,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Delivery Executive,"Nemmara, Kerala","₹12,500 - ₹25,000 a month",18750.0,,Nemmara,Kerala,225000.0,Market Standard Salary,Onsite
HR Executive (Trainee),"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Graduate Engineer Trainee (GET) Aeronautical / Aerospace,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,,High Standard Salary,Onsite
State Bank Of India ( BRE Cards },"Partibanur, Tamil Nadu","₹15,000 - ₹19,000 a month",17000.0,,Partibanur,Tamil Nadu,204000.0,Market Standard Salary,Onsite
Community Manager,"Noida, Uttar Pradesh","₹20,000 - ₹25,000 a month",22500.0,,Noida,Uttar Pradesh,270000.0,Market Standard Salary,Onsite
Data Entry Officer,"Pimpri-Chinchwad, Maharashtra","₹10,162.39 - ₹35,027.08 a month",22594.735,,Pimpri-Chinchwad,Maharashtra,271136.8,Market Standard Salary,Onsite
Cyber Security Engineer,"Thiruvananthapuram, Kerala",Not specified,,,Thiruvananthapuram,Kerala,,High Standard Salary,Onsite
Production Trainee,"Vadodara, Gujarat",Not specified,,,Vadodara,Gujarat,,High Standard Salary,Onsite
Production Coordinator,"Mundakayam, Kerala","Up to ₹15,000 a month",,,Mundakayam,Kerala,,High Standard Salary,Onsite
System Engineer - Trainee,"Kizhake Chalakudi, Kerala",Not specified,,,Kizhake Chalakudi,Kerala,,High Standard Salary,Onsite
Trainee - Operations (IP Services),"Calicut, Kerala","₹1,80,000 - ₹2,50,000 a year",215000.0,,Calicut,Kerala,2580000.0,Above Medium Standard Salary,Onsite
Trainee Research Associate,"Noida, Uttar Pradesh",Not specified,,,Noida,Uttar Pradesh,,High Standard Salary,Onsite
Trainee Test Engineer,"Navi Mumbai, Maharashtra",Not specified,,,Navi Mumbai,Maharashtra,,High Standard Salary,Onsite
Software Developers Trainee (.Net),Kerala,Not specified,,Kerala,Kerala,Kerala,,High Standard Salary,Onsite
Business Development Executive (BDE),"Dwarka, Delhi, Delhi","From ₹30,000 a month",,Dwarka,Delhi,Delhi,,High Standard Salary,Onsite
Medical Representatve for OPD Camps (Bengaluru),"Bengaluru, Karnataka","₹20,000 - ₹22,000 a month",21000.0,,Bengaluru,Karnataka,252000.0,Market Standard Salary,Onsite
Assistant Supervisor,"Kolkata, West Bengal","₹15,000 - ₹25,000 a month",20000.0,,Kolkata,West Bengal,240000.0,Market Standard Salary,Onsite
PACKING STAFF,"Calicut, Kerala",From ₹35 an hour,,,Calicut,Kerala,,High Standard Salary,Onsite
Accountant Trainee,"Thrissur, Kerala","₹14,000 - ₹16,000 a month",15000.0,,Thrissur,Kerala,180000.0,Market Standard Salary,Onsite
Delivery executive,"Venjaramudu, Kerala","₹15,000 - ₹30,000 a month",22500.0,,Venjaramudu,Kerala,270000.0,Market Standard Salary,Onsite
Category Head - Mobile,"Chinnamanur, Tamil Nadu","₹20,000 - ₹25,000 a month",22500.0,,Chinnamanur,Tamil Nadu,270000.0,Market Standard Salary,Onsite
Hindi speaking Receptionist,"Anna Nagar Western Extn, Chennai, Tamil Nadu","₹10,000 - ₹20,000 a month",15000.0,Anna Nagar Western Extn,Chennai,Tamil Nadu,180000.0,Market Standard Salary,Onsite
Testing & Calibration Engg.,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,,High Standard Salary,Onsite
Game Tester,"Mira Road, Mumbai, Maharashtra","₹9,000 - ₹10,000 a month",9500.0,Mira Road,Mumbai,Maharashtra,114000.0,Market Standard Salary,Onsite
Content Creator,Remote,"Up to ₹5,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Technical Trainer,"Mohali, Punjab","₹40,000 - ₹1,20,000 a month",80000.0,,Mohali,Punjab,960000.0,Medium Standard Salary,Onsite
Execuitve Assistant,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Bank Follow Up Officer (sme),"Kochi, Kerala","From ₹15,000 a month",,,Kochi,Kerala,,High Standard Salary,Onsite
Computer Operator,"Morbi, Gujarat","₹10,000 - ₹30,000 a month",20000.0,,Morbi,Gujarat,240000.0,Market Standard Salary,Onsite
Management Trainee,"Mayur Vihar, Delhi, Delhi","₹2,50,000 a year",250000.0,Mayur Vihar,Delhi,Delhi,3000000.0,Above Medium Standard Salary,Onsite
Trainee Medical Writer,"Delhi, Delhi",Not specified,,,Delhi,Delhi,,High Standard Salary,Onsite
Production Executive,"Palghat, Kerala",Not specified,,,Palghat,Kerala,,High Standard Salary,Onsite
Graduate Engineer Trainee,"Bharuch, Gujarat",Not specified,,,Bharuch,Gujarat,,High Standard Salary,Onsite
HR Assistant,"Thrissur, Kerala","₹11,000 - ₹13,000 a month",12000.0,,Thrissur,Kerala,144000.0,Market Standard Salary,Onsite
Fresher Engineer,"Jaipur, Rajasthan",Not specified,,,Jaipur,Rajasthan,,High Standard Salary,Onsite
Accountant (Tally),"Mysuru, Karnataka","₹15,000 - ₹30,000 a month",22500.0,,Mysuru,Karnataka,270000.0,Market Standard Salary,Onsite
Answerclub Knowledge contributor,Remote,"₹1,200 - ₹5,000 a month",3100.0,Remote,Remote,Remote,37200.0,Market Standard Salary,Remote
Field Collection Executive,"Haripad, Kerala","₹12,000 - ₹30,000 a month",21000.0,,Haripad,Kerala,252000.0,Market Standard Salary,Onsite
Operational Specialist,"Calicut, Kerala",Not specified,,,Calicut,Kerala,,High Standard Salary,Onsite
Graphic Designer & Video Editor,Remote,"₹5,000 - ₹10,000 a month",7500.0,Remote,Remote,Remote,90000.0,Market Standard Salary,Remote
Calibration Engineer(fresher),"Ambli, Ahmedabad, Gujarat","Up to ₹35,000 a month",,Ambli,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Technical Support,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
GRAPHIC DESIGNER,"Kollam, Kerala",Not specified,,,Kollam,Kerala,,High Standard Salary,Onsite
Office Asistant,"Pollachi, Tamil Nadu","From ₹10,000 a month",,,Pollachi,Tamil Nadu,,High Standard Salary,Onsite
Officer - Security,"Kochi, Kerala",Not specified,,,Kochi,Kerala,,High Standard Salary,Onsite
Collection Executive,"Muvattupuzha, Kerala","₹19,500 - ₹24,000 a month",21750.0,,Muvattupuzha,Kerala,261000.0,Market Standard Salary,Onsite
Trainee Engineer,"Rudarpur, Uttarakhand","₹20,000 - ₹30,000 a month",25000.0,,Rudarpur,Uttarakhand,300000.0,Market Standard Salary,Onsite
Development Organiser (Forestry),"Pimpalner, Maharashtra",Not specified,,,Pimpalner,Maharashtra,,High Standard Salary,Onsite
Front Office Manager,"Pathanamthitta, Kerala","₹10,000 - ₹20,000 a month",15000.0,,Pathanamthitta,Kerala,180000.0,Market Standard Salary,Onsite
HR Trainee/Executive,"Calicut, Kerala",Not specified,,,Calicut,Kerala,,High Standard Salary,Onsite
Data Digitization Executive,"Poojappura, Thiruvananthapuram, Kerala","Up to ₹12,000 a month",,Poojappura,Thiruvananthapuram,Kerala,,High Standard Salary,Onsite
Trainee / Process Executive,"Salem, Tamil Nadu",Not specified,,,Salem,Tamil Nadu,,High Standard Salary,Onsite
Recruitment Trainee,India,Not specified,,India,India,India,,High Standard Salary,Onsite
Freshers Walk-In (Autocad),"Yelahanka, Bengaluru, Karnataka","₹15,000 - ₹20,000 a month",17500.0,Yelahanka,Bengaluru,Karnataka,210000.0,Market Standard Salary,Onsite
Business Development Executive - Fresher,"Madurai, Tamil Nadu",Not specified,,,Madurai,Tamil Nadu,,High Standard Salary,Onsite
Business Development Associate,"Kochi, Kerala","₹20,000 - ₹45,000 a month",32500.0,,Kochi,Kerala,390000.0,Market Standard Salary,Onsite
HUMAN RESOURCES INTERNSHIP -FRESHER,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
Engineer – Support/Operations (Trainee),"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
System Analyst,"Coimbatore, Tamil Nadu","₹8,000 - ₹12,000 a month",10000.0,,Coimbatore,Tamil Nadu,120000.0,Market Standard Salary,Onsite
Management Trainee - Recruitment,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
Project Coordinator,"Mundakayam, Kerala","Up to ₹10,000 a month",,,Mundakayam,Kerala,,High Standard Salary,Onsite
Trainee Intern's,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
Internship to Job Program - JS Developer,"Delhi, Delhi","₹5,000 - ₹25,000 a month",15000.0,,Delhi,Delhi,180000.0,Market Standard Salary,Onsite
Cyber Security Trainer,"Laxmi Nagar, Delhi, Delhi","₹6,00,000 a year",600000.0,Laxmi Nagar,Delhi,Delhi,7200000.0,High Standard Salary,Onsite
Site Supervisor,"Kottayam, Kerala","₹10,000 - ₹15,000 a month",12500.0,,Kottayam,Kerala,150000.0,Market Standard Salary,Onsite
Associate: Supply Chain Team,"Bengaluru, Karnataka","₹2,40,000 - ₹2,80,000 a year",260000.0,,Bengaluru,Karnataka,3120000.0,Above Medium Standard Salary,Onsite
Accountant,"Sangli, Maharashtra",Not specified,,,Sangli,Maharashtra,,High Standard Salary,Onsite
Assistant/Associate /Professors,"Pollachi, Tamil Nadu","₹30,000 - ₹1,00,000 a month",65000.0,,Pollachi,Tamil Nadu,780000.0,Medium Standard Salary,Onsite
Branch Accountant,"Kochi, Kerala","₹12,000 - ₹18,000 a month",15000.0,,Kochi,Kerala,180000.0,Market Standard Salary,Onsite
Fresher - Business Analyst,"Hyderabad, Telangana",Not specified,,,Hyderabad,Telangana,,High Standard Salary,Onsite
Field Officer,Arunachal Pradesh,Not specified,,Arunachal Pradesh,Arunachal Pradesh,Arunachal Pradesh,,High Standard Salary,Onsite
Jewellery Sales Assistant,"Virudunagar, Tamil Nadu","From ₹15,000 a month",,,Virudunagar,Tamil Nadu,,High Standard Salary,Onsite
Hotel Operations Manager,"Varkkallai, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Varkkallai,Kerala,210000.0,Market Standard Salary,Onsite
Diploma Holders,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Video Editor,Remote,"₹5,000 - ₹20,000 a month",12500.0,Remote,Remote,Remote,150000.0,Market Standard Salary,Remote
DEVELOPMENT QUALITY ASSURANCE,"Chennai, Tamil Nadu",Not specified,,,Chennai,Tamil Nadu,,High Standard Salary,Onsite
WANTED FRESHERS FOR OFFICE WORK,"Saravanampatti, Coimbatore, Tamil Nadu","₹13,500 - ₹16,500 a month",15000.0,Saravanampatti,Coimbatore,Tamil Nadu,180000.0,Market Standard Salary,Onsite
Electrical Technician,"Sion, Mumbai, Maharashtra","₹15,000 - ₹25,000 a month",20000.0,Sion,Mumbai,Maharashtra,240000.0,Market Standard Salary,Onsite
Asst. Purchase Manager,"Calicut, Kerala","₹15,000 - ₹25,000 a month",20000.0,,Calicut,Kerala,240000.0,Market Standard Salary,Onsite
Administration / Office Admin,"Laxmi Nagar, Delhi, Delhi",Not specified,,Laxmi Nagar,Delhi,Delhi,,High Standard Salary,Onsite
Process Associate,"Coimbatore, Tamil Nadu",Not specified,,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Stevedore (24*7),"Tuticorin, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Tuticorin,Tamil Nadu,150000.0,Market Standard Salary,Onsite
Digital Marketing Intern,Remote,"₹7,000 - ₹10,000 a month",8500.0,Remote,Remote,Remote,102000.0,Market Standard Salary,Remote
System Officer,"Chengannur, Kerala","₹13,000 - ₹15,000 a month",14000.0,,Chengannur,Kerala,168000.0,Market Standard Salary,Onsite
Management Trainee,"Calicut, Kerala",Not specified,,,Calicut,Kerala,,High Standard Salary,Onsite
LaTeX Research Documents Editor,"Cannanore, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Cannanore,Kerala,210000.0,Market Standard Salary,Onsite
Office Executive Fresher,"Mayur Vihar, Delhi, Delhi","₹16,500 - ₹22,500 a month",19500.0,Mayur Vihar,Delhi,Delhi,234000.0,Market Standard Salary,Onsite
Knitting Specialist,"Palsana, Surat, Gujarat","₹30,000 - ₹40,000 a month",35000.0,Palsana,Surat,Gujarat,420000.0,Market Standard Salary,Onsite
Tele Caller (English - WFH),Remote,"₹8,086.00 - ₹29,639.40 a month",18862.7,Remote,Remote,Remote,226352.4,Market Standard Salary,Remote
Junior Process Associate (Voice Process),"Coimbatore, Tamil Nadu","Up to ₹18,000 a month",,,Coimbatore,Tamil Nadu,,High Standard Salary,Onsite
Accountant,"Devanhalli, Karnataka","₹12,000 - ₹15,000 a month",13500.0,,Devanhalli,Karnataka,162000.0,Market Standard Salary,Onsite
fb poster designer,Remote,₹180 a day,180.0,Remote,Remote,Remote,2160.0,Market Standard Salary,Remote
Manual Tester,"Pallavaram, Chennai, Tamil Nadu","₹16,000 - ₹34,000 a month",25000.0,Pallavaram,Chennai,Tamil Nadu,300000.0,Market Standard Salary,Onsite
Video Editor,Remote,"₹20,000 - ₹30,000 a month",25000.0,Remote,Remote,Remote,300000.0,Market Standard Salary,Remote
Operator Trainee(Fresher),"Kangayam, Tamil Nadu","₹10,000 - ₹12,000 a month",11000.0,,Kangayam,Tamil Nadu,132000.0,Market Standard Salary,Onsite
Supervisor,Remote,"From ₹15,000 a month",,Remote,Remote,Remote,,High Standard Salary,Remote
Dog Walker,"Saket, Delhi, Delhi","₹11,000 - ₹18,000 a month",14500.0,Saket,Delhi,Delhi,174000.0,Market Standard Salary,Onsite
Wedding Album Designers in Trivandrum,"Kariavattom, Thiruvananthapuram, Kerala","₹5,000 - ₹25,000 a month",15000.0,Kariavattom,Thiruvananthapuram,Kerala,180000.0,Market Standard Salary,Onsite
BE/ ME Freshers,"Nagercoil, Tamil Nadu","₹10,000 - ₹16,000 a month",13000.0,,Nagercoil,Tamil Nadu,156000.0,Market Standard Salary,Onsite
Research Analyst,Delhi,Not specified,,Delhi,Delhi,Delhi,,High Standard Salary,Onsite
"Jio point manager in uluthurpet,madapattu, Kandachipuram, Vikravandi, Valavanur, Villupuram","Villupuram, Tamil Nadu","₹22,000 a month",22000.0,,Villupuram,Tamil Nadu,264000.0,Market Standard Salary,Onsite
Academic Consultant,"Kochi, Kerala","₹12,000 - ₹20,000 a month",16000.0,,Kochi,Kerala,192000.0,Market Standard Salary,Onsite
Front Office Staff,"Bhopal, Madhya Pradesh",Not specified,,,Bhopal,Madhya Pradesh,,High Standard Salary,Onsite
Programming Assistants,"Cannanore, Kerala",Not specified,,,Cannanore,Kerala,,High Standard Salary,Onsite
Delivery Executive/Delivery Partner,"Dehradun, Uttarakhand","₹18,000 - ₹35,000 a month",26500.0,,Dehradun,Uttarakhand,318000.0,Market Standard Salary,Onsite
Video Editor,Remote,"₹3,000 - ₹4,000 a month",3500.0,Remote,Remote,Remote,42000.0,Market Standard Salary,Remote
Delivery Assistant,"Gulbarga, Karnataka","₹12,847 a month",12847.0,,Gulbarga,Karnataka,154164.0,Market Standard Salary,Onsite
HR Intern,Remote,"₹10,000 - ₹15,000 a month",12500.0,Remote,Remote,Remote,150000.0,Market Standard Salary,Remote
Trainee - Analyst Investigation,"Bengaluru, Karnataka",Not specified,,,Bengaluru,Karnataka,,High Standard Salary,Onsite
Document Verification Executive Fresher,"Ghitorni, Delhi, Delhi","₹14,500 a month",14500.0,Ghitorni,Delhi,Delhi,174000.0,Market Standard Salary,Onsite
Back Office Executive,"Pimpri-Chinchwad, Maharashtra","₹25,000 - ₹28,000 a month",26500.0,,Pimpri-Chinchwad,Maharashtra,318000.0,Market Standard Salary,Onsite
Fresh Graduate,"Noida, Uttar Pradesh","₹15,000 - ₹25,000 a month",20000.0,,Noida,Uttar Pradesh,240000.0,Market Standard Salary,Onsite
OT Assistant,"Tiruppur, Tamil Nadu","₹15,000 - ₹20,000 a month",17500.0,,Tiruppur,Tamil Nadu,210000.0,Market Standard Salary,Onsite
Pizza hut- Team Member,"Pattom, Thiruvananthapuram, Kerala","Up to ₹10,500 a month",,Pattom,Thiruvananthapuram,Kerala,,High Standard Salary,Onsite
Graphic Designer - Amazon Products Lifestyle & Infographics,"Thiruvananthapuram, Kerala","₹15,000 - ₹20,000 a month",17500.0,,Thiruvananthapuram,Kerala,210000.0,Market Standard Salary,Onsite
Dues Coordinator intern,"Chennai, Tamil Nadu","₹10,000 - ₹15,000 a month",12500.0,,Chennai,Tamil Nadu,150000.0,Market Standard Salary,Onsite
Google Ads Executive(fresher/experience),"Ambli, Ahmedabad, Gujarat","Up to ₹55,000 a month",,Ambli,Ahmedabad,Gujarat,,High Standard Salary,Onsite
Medical Scribe Trainee,Remote,"₹35,000 a month",35000.0,Remote,Remote,Remote,420000.0,Market Standard Salary,Remote
Hardware trainee - Female Candidates only,"Erode, Tamil Nadu","From ₹8,000 a month",,,Erode,Tamil Nadu,,High Standard Salary,Onsite
Trainee - Human Resource,"Rajarajeshwari Nagar, Bengaluru, Karnataka","From ₹25,000 a month",,Rajarajeshwari Nagar,Bengaluru,Karnataka,,High Standard Salary,Onsite
Checker and surveyor,"Mundra Bandar, Gujarat",Not specified,,,Mundra Bandar,Gujarat,,High Standard Salary,Onsite
